,time_ind,signal,detected_offline,detected_value_rt,flag,first_detection_time
0,100,2.1262050299304014,0.019801980198019802,0.0,False,
1,101,2.0657280694401914,0.07920792079207921,0.0,False,
2,102,2.165460165707589,0.07920792079207921,0.0,False,
3,103,2.109995508297924,0.07920792079207921,0.0,False,
4,104,2.2159889807941164,0.07920792079207921,0.0,False,
5,105,2.170601502126189,0.0891089108910891,0.0,False,
6,106,2.2754686601321144,0.09900990099009901,0.0,False,
7,107,2.2450391209454317,0.10891089108910891,0.0,False,
8,108,2.3390964756408463,0.10891089108910891,0.0,False,
9,109,2.3257148061848123,0.10891089108910891,0.0,False,
10,110,2.4001067224808823,0.10891089108910891,0.0,False,
11,111,2.4015461416894484,0.12871287128712872,0.0,False,
12,112,2.4513913875994904,0.12871287128712872,0.0,False,
13,113,2.461786740642541,0.13861386138613863,0.0,False,
14,114,2.487361174003269,0.15841584158415842,0.0,False,
15,115,2.49957203233261,0.18811881188118812,0.0,False,
16,116,2.504896385659957,0.19801980198019803,0.0,False,
17,117,2.512750812168485,0.2079207920792079,0.0,False,
18,118,2.5029865488575935,0.25742574257425743,0.0,False,
19,119,2.5021819032238524,0.25742574257425743,0.0,False,
20,120,2.4816170221081837,0.26732673267326734,0.0,False,
21,121,2.469455038254499,0.26732673267326734,0.0,False,
22,122,2.4407098123718214,0.26732673267326734,0.0,False,
23,123,2.415476982127497,0.32673267326732675,0.0,False,
24,124,2.379638542483047,0.32673267326732675,0.0,False,
25,125,2.340337632025085,0.32673267326732675,0.0,False,
26,126,2.2977236295082104,0.32673267326732675,0.0,False,
27,127,2.244572882794116,0.3564356435643564,0.0,False,
28,128,2.1956790275076687,0.37623762376237624,0.0,False,
29,129,2.133251214972228,0.37623762376237624,0.0,False,
30,130,2.0850319040220087,0.37623762376237624,0.0,False,
31,131,2.032345748285903,0.37623762376237624,0.0,False,
32,132,2.006476177926677,0.37623762376237624,0.0,False,
33,133,2.0037182575404238,0.39603960396039606,0.0,False,
34,134,2.0298344475665635,0.40594059405940597,0.0,False,
35,135,2.096300771419563,0.40594059405940597,0.0,False,
36,136,2.1662767173743758,0.40594059405940597,0.0,False,
37,137,2.2660215330189732,0.40594059405940597,0.0,False,
38,138,2.347609823828928,0.40594059405940597,0.0,False,
39,139,2.4443227156036804,0.40594059405940597,0.0,False,
40,140,2.517201624154964,0.40594059405940597,0.0,False,
41,141,2.5954497820500144,0.40594059405940597,0.0,False,
42,142,2.6528415060554034,0.40594059405940597,0.0,False,
43,143,2.710737013791702,0.40594059405940597,0.0,False,
44,144,2.7531499781367144,0.40594059405940597,0.0,False,
45,145,2.794222372266766,0.40594059405940597,0.0,False,
46,146,2.8246751889959816,0.40594059405940597,0.0,False,
47,147,2.8533719446325057,0.40594059405940597,0.0,False,
48,148,2.875034716854147,0.40594059405940597,0.0,False,
49,149,2.895070093533617,0.40594059405940597,0.0,False,
50,150,2.9104931625155186,0.40594059405940597,0.0,False,
51,151,2.9245681833218535,0.4158415841584158,0.0,False,
52,152,2.93560648883682,0.4158415841584158,0.0,False,
53,153,2.945577858562343,0.4158415841584158,0.0,False,
54,154,2.95352532796906,0.4158415841584158,0.0,False,
55,155,2.9606432016816244,0.4158415841584158,0.0,False,
56,156,2.966388976802807,0.4158415841584158,0.0,False,
57,157,2.971492130205734,0.4158415841584158,0.0,False,
58,158,2.9756459932202253,0.4158415841584158,0.0,False,
59,159,2.9792998865363347,0.4158415841584158,0.0,False,
60,160,2.9822817993022404,0.42574257425742573,0.0,False,
61,161,2.98487084472929,0.42574257425742573,0.0,False,
62,162,2.9869719684973757,0.42574257425742573,0.0,False,
63,163,2.9887599225524952,0.42574257425742573,0.0,False,
64,164,2.99018349869454,0.42574257425742573,0.0,False,
65,165,2.9913528393124516,0.42574257425742573,0.0,False,
66,166,2.992241497753909,0.43564356435643564,0.0,False,
67,167,2.992919220603498,0.44554455445544555,0.0,False,
68,168,2.993373300417898,0.45544554455445546,0.0,False,
69,169,2.993647972956536,0.45544554455445546,0.0,False,
70,170,2.9937379118188043,0.45544554455445546,0.0,False,
71,171,2.993671075095606,0.48514851485148514,0.0,False,
72,172,2.993445869920982,0.49504950495049505,0.0,False,
73,173,2.993079753950397,0.5148514851485149,0.0,False,
74,174,2.9925727991626956,0.5247524752475248,0.0,False,
75,175,2.991935607557181,0.5247524752475248,0.0,False,
76,176,2.991168766188824,0.5247524752475248,0.0,False,
77,177,2.9902783388513,0.5247524752475248,0.0,False,
78,178,2.9892648104034305,0.5247524752475248,0.0,False,
79,179,2.9881311908825667,0.5247524752475248,0.0,False,
80,180,2.986877551438656,0.5346534653465347,0.0,False,
81,181,2.9855048060612637,0.5346534653465347,0.0,False,
82,182,2.9840124735501656,0.5445544554455446,0.0,False,
83,183,2.982399994271677,0.5445544554455446,0.0,False,
84,184,2.9806662914638933,0.5445544554455446,0.0,False,
85,185,2.9788097398248965,0.5445544554455446,0.0,False,
86,186,2.976828674716133,0.5544554455445545,0.0,False,
87,187,2.974720675713311,0.5643564356435643,0.0,False,
88,188,2.9724835239856873,0.5643564356435643,0.0,False,
89,189,2.970114186982282,0.5643564356435643,0.0,False,
90,190,2.96760993830011,0.5643564356435643,0.0,False,
91,191,2.964967261693847,0.5643564356435643,0.0,False,
92,192,2.9621829769870187,0.5643564356435643,0.0,False,
93,193,2.959253180802162,0.5643564356435643,0.0,False,
94,194,2.956174299201084,0.5643564356435643,0.0,False,
95,195,2.952942123113303,0.5643564356435643,0.0,False,
96,196,2.9495527536731414,0.5643564356435643,0.0,False,
97,197,2.94600175632011,0.5643564356435643,0.0,False,
98,198,2.94228499082666,0.5643564356435643,0.0,False,
99,199,2.938397889636339,0.5643564356435643,0.0,False,
100,200,2.9343361792227833,0.5643564356435643,0.0,False,
101,201,2.9300952794580084,0.5643564356435643,0.0,False,
102,202,2.925670931216663,0.5643564356435643,0.0,False,
103,203,2.921058710947582,0.5643564356435643,0.0,False,
104,204,2.9162545846660466,0.5643564356435643,0.0,False,
105,205,2.911254533657386,0.5643564356435643,0.0,False,
106,206,2.9060550596845935,0.5643564356435643,0.0,False,
107,207,2.9006529234487797,0.5643564356435643,0.0,False,
108,208,2.895045632381301,0.5643564356435643,0.0,False,
109,209,2.8892313041170343,0.5643564356435643,0.0,False,
110,210,2.8832091798214616,0.5643564356435643,0.0,False,
111,211,2.8769796435962407,0.5643564356435643,0.0,False,
112,212,2.870544826384722,0.5643564356435643,0.0,False,
113,213,2.8639088459970354,0.5643564356435643,0.0,False,
114,214,2.857078610153664,0.5643564356435643,0.0,False,
115,215,2.850064406367185,0.5643564356435643,0.0,False,
116,216,2.842881101466479,0.5643564356435643,0.0,False,
117,217,2.8355493419845077,0.5643564356435643,0.0,False,
118,218,2.828097537653579,0.5643564356435643,0.0,False,
119,219,2.820564219720459,0.5643564356435643,0.0,False,
120,220,2.8130016302203327,0.5643564356435643,0.0,False,
121,221,2.8054804633225388,0.5643564356435643,0.0,False,
122,222,2.798096959344268,0.5643564356435643,0.0,False,
123,223,2.7909830167124188,0.5643564356435643,0.0,False,
124,224,2.7843216565197997,0.5643564356435643,0.0,False,
125,225,2.7783706620730944,0.5643564356435643,0.0,False,
126,226,2.7735006429366598,0.5643564356435643,0.0,False,
127,227,2.7690278110912168,0.5643564356435643,0.0,False,
128,228,2.763627925497439,0.5643564356435643,0.0,False,
129,229,2.758451954867904,0.5643564356435643,0.0,False,
130,230,2.7523959960456823,0.5643564356435643,0.0,False,
131,231,2.7463975323232663,0.5643564356435643,0.0,False,
132,232,2.739531909875378,0.5643564356435643,0.0,False,
133,233,2.732556223547271,0.5643564356435643,0.0,False,
134,234,2.7246904388994397,0.5643564356435643,0.0,False,
135,235,2.716537026385316,0.5643564356435643,0.0,False,
136,236,2.707430873396615,0.5643564356435643,0.0,False,
137,237,2.6978390744519305,0.5643564356435643,0.0,False,
138,238,2.687185296711921,0.5643564356435643,0.0,False,
139,239,2.6758144948538463,0.5643564356435643,0.0,False,
140,240,2.6632152662690856,0.5643564356435643,0.0,False,
141,241,2.649617906123149,0.5643564356435643,0.0,False,
142,242,2.6345532861519008,0.5643564356435643,0.0,False,
143,243,2.6181389766381473,0.5643564356435643,0.0,False,
144,244,2.5999260241970115,0.5643564356435643,0.0,False,
145,245,2.579916438853704,0.5643564356435643,0.0,False,
146,246,2.5576607265620295,0.5643564356435643,0.0,False,
147,247,2.533040880041418,0.5742574257425742,0.0,False,
148,248,2.5055928236192155,0.5742574257425742,0.0,False,
149,249,2.4750831794389105,0.5742574257425742,0.0,False,
150,250,2.4410443235459667,0.5742574257425742,0.0,False,
151,251,2.4031744178486565,0.5742574257425742,0.0,False,
152,252,2.3610946250805958,0.5742574257425742,0.0,False,
153,253,2.314621742395085,0.5742574257425742,0.0,False,
154,254,2.2638034945892995,0.5742574257425742,0.0,False,
155,255,2.2091824130958138,0.5841584158415841,0.0,False,
156,256,2.1522680621880474,0.594059405940594,0.0,False,
157,257,2.09605304982593,0.594059405940594,0.0,False,
158,258,2.046064297924948,0.6039603960396039,0.0,False,
159,259,2.010738231628977,0.6039603960396039,0.0,False,
160,260,2.000410277033577,0.6039603960396039,0.0,False,
161,261,2.022552882722219,0.6336633663366337,0.0,False,
162,262,2.0766902593297782,0.6336633663366337,0.0,False,
163,263,2.1549874274054552,0.6435643564356436,0.0,False,
164,264,2.2468702489769834,0.6435643564356436,0.0,False,
165,265,2.343160672841102,0.6534653465346535,0.0,False,
166,266,2.4368841130970296,0.6534653465346535,0.0,False,
167,267,2.5237527424967188,0.6831683168316832,0.0,False,
168,268,2.601301629468099,0.6831683168316832,0.0,False,
169,269,2.6687821724278997,0.6831683168316832,0.0,False,
170,270,2.726302313862551,0.693069306930693,0.0,False,
171,271,2.7746998455569805,0.7029702970297029,0.0,False,
172,272,2.8149862711978133,0.7128712871287128,0.0,False,
173,273,2.8483328941140003,0.7128712871287128,0.0,False,
174,274,2.875796483760049,0.7128712871287128,0.0,False,
175,275,2.8983776888606156,0.7128712871287128,0.0006600660066006601,False,
176,276,2.9169061356681816,0.7524752475247525,0.0019801980198019802,False,
177,277,2.932111478687987,0.7524752475247525,0.0033003300330033004,False,
178,278,2.944579224701304,0.7524752475247525,0.0046204620462046205,False,
179,279,2.9548081939038413,0.7524752475247525,0.0059405940594059415,False,
180,280,2.9631942379096574,0.7524752475247525,0.007260726072607262,False,
181,281,2.9700701192343706,0.7524752475247525,0.008580858085808581,False,
182,282,2.975699724560923,0.7623762376237624,0.009900990099009901,False,
183,283,2.9803038962783983,0.7623762376237624,0.01122112211221122,False,
184,284,2.9840585630778405,0.7623762376237624,0.01254125412541254,False,
185,285,2.9871109475491364,0.7623762376237624,0.013861386138613858,False,
186,286,2.9895791688044135,0.7623762376237624,0.01551155115511551,False,
187,287,2.9915622733664984,0.7623762376237624,0.017491749174917488,False,
188,288,2.993140385894012,0.7623762376237624,0.019471947194719473,False,
189,289,2.9943808888901517,0.7623762376237624,0.021452145214521448,False,
190,290,2.995338760290745,0.7524752475247525,0.023432343234323437,False,
191,291,2.996060380071658,0.7524752475247525,0.02541254125412542,False,
192,292,2.9965839085843,0.7524752475247525,0.0273927392739274,False,
193,293,2.996941635639067,0.7623762376237624,0.029372937293729383,False,
194,294,2.997160340082011,0.7623762376237624,0.031353135313531365,False,
195,295,2.9972627429180716,0.7623762376237624,0.03333333333333334,False,
196,296,2.99726782558449,0.7623762376237624,0.03531353135313532,False,
197,297,2.997191730832752,0.7623762376237624,0.037293729372937304,False,
198,298,2.997048033678738,0.7722772277227723,0.039273927392739286,False,
199,299,2.996848300794899,0.7722772277227723,0.04125412541254126,False,
200,300,2.9966023155946955,0.7722772277227723,0.04323432343234324,False,
201,301,2.9963184258008635,0.7623762376237624,0.045214521452145225,False,
202,302,2.9960037273092874,0.7623762376237624,0.04719471947194721,False,
203,303,2.9956642800434867,0.7623762376237624,0.04917491749174919,False,
204,304,2.995305256313517,0.7623762376237624,0.05115511551155117,False,
205,305,2.99493107463776,0.7722772277227723,0.052475247524752494,False,
206,306,2.994545518348407,0.7722772277227723,0.05313531353135315,False,
207,307,2.994151818292336,0.7623762376237624,0.053795379537953804,False,
208,308,2.993752746965979,0.7623762376237624,0.05445544554455446,False,
209,309,2.993350669377788,0.7623762376237624,0.05511551155115512,False,
210,310,2.9929476173420175,0.7623762376237624,0.05577557755775578,False,
211,311,2.992545320539909,0.7524752475247525,0.056435643564356444,False,
212,312,2.9921452648940083,0.7524752475247525,0.0570957095709571,False,
213,313,2.991748711361405,0.7623762376237624,0.05775577557755776,False,
214,314,2.9913567416246596,0.7623762376237624,0.058415841584158426,False,
215,315,2.9909702693307465,0.7623762376237624,0.059075907590759084,False,
216,316,2.990590075739158,0.7623762376237624,0.05940594059405942,False,
217,317,2.9902168163389597,0.7623762376237624,0.05940594059405942,False,
218,318,2.989851048594599,0.7524752475247525,0.05940594059405942,False,
